id,name,genre
2nKxxoSMqEMPxWNfHTRDUW,Anita Cochran with Steve Wariner,other
45S8rtgQSxj1a0tzCNhSeD,Steve Wariner,classic
4ihWkKDRxQFy33afJaI95y,TKA,other
530Sdm7eqqzWBdDmILMgnu,Robert Palmer,rock
5q4AzEtCoYJyXjMMoEkSU5,Bachman-Turner Overdrive,rock
3cniTumSiUysiPWXapGx1i,Cutting Crew,rock
11EZGTWr2pY0VZPlWokAbl,The Originals,classic
4UXqAaa6dQYAk18Lv7PEgX,Fall Out Boy,rock
13saZpZnCDWOI9D4IJhp1f,Lily Allen,pop
1yZwlOVsfrp4wb6d29KkGM,DJ Luke Nasty,hip
1xuHClal8p5s4nFkkdqbzv,Al Corley,other
5Y5TRrQiqgUO4S36tzjIRZ,Timbaland,pop
73sSFVlM6pkweLXE8qw1OS,Ricky Nelson,other
4dpARuHxo51G3z768sgnrY,Adele,soul
1urjDGTd4iBze91Z1W1gu7,Total,hip
1QPZhx0asYTBxD5RDqfU49,Black Rob,rap
3b8QkneNDz4JHKKKlLgYZg,Florida Georgia Line,country
6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,pop
77kFYakkBOUyJaVHwqktGU,The Storm,rock
5y2Xq6xcjJb2jVM54GHK3t,John Legend,soul
58lV9VcRSjABbAbfWS6skp,Bon Jovi,rock
2WV4xLQooFalR2cit0XSKp,Jennifer Nettles,country
6B5c4sch27tWHAGdarpPaW,Seether,rock
568ZhdwyaiCyOGJRtNYhWf,Deep Purple,rock
7hmcMqYh4ypnXk0ptFTG3g,Drupi,classic
7emRV8AluG3d4e5T0DZiK9,Loggins & Messina,classic
4TKTii6gnOnUXQHyuo9JaD,Sheryl Crow,pop
6ra4GIOgCZQZMOaUECftGN,Frank Zappa,rock
5R17AqDSgs8KSIOhTvPWwu,Moon Zappa,other
0KMLfCXYb3Dhf1hLpu8cVd,Midnight Star,other
4Otx4bRLSfpah5kX8hdgDC,Naughty By Nature,hip
6roFdX1y5BYSbp60OTJWMd,Tim McGraw,country
5IcGbIAgdns0R5EJKHMjCQ,LOCASH,country
4E9w0bms6HcEppFlWjeW2d,Bobbie Gentry,other
4cPHsZM98sKzmV26wlwD2W,Brenda Lee,other
5oMWW19j0AXl7Sy4Xn9rmg,Bobby Freeman,other
28pS8WVbFstY0o1SrqCf8I,Firehouse,rock
3ap1NzHNV9QA1x1V6z3gSe,Gene Pitney,pop
0UeVxCKyBypjQvDCT889zt,Mr. Cheeks,hip
7FAkzV0YOw0EIXFhmY4RE3,Jermaine Stewart,other
4aSEmLLxLX9wR5aLMllOKj,Los Lonely Boys,other
0FcmRWJUfnCuwoXE1H2b0H,Restless Heart,classic
6oV3BNm1Gj2GGgpYknc5TN,George McCrae,other
51l0uqRxGaczYr4271pVIC,The Bangles,rock
1tfXh4XxILEuMU2qZupFn8,Firefall,country
2DlGxzQSjYe5N6G9nkYghR,Jennifer Lopez,pop
3RwQ26hR2tJtA8F9p2n7jG,The Temptations,classic
0yz7Rmzzs6xB5eCAVj33A5,Smith,other
35SkZMI5CPiCude4FW45O9,Rosco Gordon,other
3z6Uf5IZkN4TogRpRpgD84,Gary Wright,rock
6EJmqnuK0r6qiAevFFiNNR,Paul Davis,rock
6twIAGnYuIT1pncMAsXnEm,Commodores,rock
4HVmeVTQBgvTuvjB1JYwaf,Gilbert O'Sullivan,pop
485uL27bPomh29R4JmQehQ,Bob Seger,rock
1ObAu0tz0NlOI6FNHTXchD,Tommy Edwards,other
3VJakY5Yw5phAOF4Bada5v,Quarterflash,rock
6sOP8RUFR0q0nBOBOXGdBK,Melanie,pop
0qEcf3SFlpRcb3lK3f2GZI,Grand Funk Railroad,rock
5tTsrGPwQRWUsHR2Xf7Ke9,Natalie Cole,soul
3FxBwdg0z5WkLdlAbe7GHq,The Ritchie Family,soul
3r9TXuXfOUxXjgYgAR0fP8,Bay City Rollers,pop
0LcJLqbBmaGUft1e9Mm8HV,ABBA,pop
36msvw9B10rxW90NSQ2794,Johnny Tillotson,other
74ASZWbe4lXaubB36ztrGX,Bob Dylan,classic
12Kgt2eahvxNWhD5PnSUde,Mary Mary,other
5zctI4wO9XSKS8XwcnqEHk,Lil Mosey,rap
34PLzyi7CdXUekiLHYyqXq,Men Without Hats,classic
702AvACMk5mieXIYlC2Gxx,Pebbles,other
51Blml2LZPmy7TTiAg47vQ,U2,rock
4STHEaNw4mPZ2tzheohgXB,Paul McCartney,classic
4lxfqrEsLX6N1N4OCSkILp,Phil Collins,rock
7ihLzUpuNecU5VBkvOUDNq,Damn Yankees,rock
5MsnoFODDc5nxWrjm99Zew,The Four Preps,other
4yiQZ8tQPux8cPriYMWUFP,Gwen Stefani,pop
0TF2NxkJZPQoX1H53rEFM1,Gladys Knight & The Pips,classic
0WxOgeRxUt0MwPrI7A5atQ,King Curtis,soul
0h9smro0z3HqUbD94jotU8,Smokey Robinson,classic
4dgYLAyKDaPKYiz3GRWtcF,Barbara Mitchell,soul
3q8tRS0hCMVCylgKAoA0ya,Stacey Q,other
0RpddSzUHfncUWNJXKOsjy,Neon Trees,rock
7FlUCXHUxNEOk2exJUiqp1,Robert Parker,soul
3Z02hBLubJxuFJfhacLSDc,Bryan Adams,pop
0vYQRW5LIDeYQOccTviQNX,Kris Kristofferson,country
7IfculRW2WXyzNQ8djX8WX,Erykah Badu,soul
0ZAibQ1lZh5UbUaQybsn62,Cast Of Rent,other
23C7hNBr8GRdsk3VoTSZXh,T.G. Sheppard,classic
3JJYPOCM13Id9iZHtkwkI5,Eddie Hodges,other
1G9G7WwrXka3Z1r7aIDjI7,Outkast,hip
2JyWXPbkqI5ZJa3gwqVa0c,Craig David,soul
5rScKX1Sh1U67meeUyTGwk,Michelle Branch,pop
5MX2l6ewjOaeWn1lYNhzlO,Bobby Vee,pop
3eqjTLE0HfPfh78zjh6TqT,Bruce Springsteen,rock
66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,pop
4YPqbAiLzBg5DIfsgQZ8QK,Andy Gibb,rock
4nts0oxMT67lVUoi5Kjxrb,Solomon Burke,soul
06HL4z0CvFAxyc27GXpf02,Taylor Swift,pop
5QsUbpxSE8lCZ5ga5rnD22,Eddy Arnold,classic
52uMkSFt2RVO6XxTEt5VeW,Gene Chandler,soul
71pUA2TXf3JHUPUgsjLtuL,Kim Weston,soul
05RZIdfz59ZW2FvFuwnmNK,K-Ci & JoJo,other
3O7IxMv6D9iFICSUa5w9X4,Chuckii Booker,other
1zK4ACgLi1lVPpfmmcwOTh,DC Talk,rock
5qtdcfmOeoM8S9IdhvGlXG,Shae Jones,other
6w7fc6IZlo5zwBaKT5jU1X,The Lemonheads,rock
6mRev5KzKOgQcZjWanwBdd,The Escape Club,other
75jNCko3SnEMI5gwGqrbb8,Tammi Terrell,classic
0N5PyKJzS3M1XNlaCL7bbE,Wilson Pickett,classic
2AM4ilv6UzW0uMRuqKtDgN,ZZ Top,rock
2VrP5BkyzDhY43dWMlaYjD,Joshua Kadison,other
0oSGxfWSnnOXhD2fKuz2Gy,David Bowie,rock
4FrUg4jMTAlZHhBsOIYGJV,Shep,other
2pEAs011HTyChRqX8VR8lW,The Limelites,other
6Sb8EHpZvyjSTT5KD9DjUZ,Ronnie Milsap,classic
3CGgGfN7DU2GBlGbsibJD3,The Sherbs,other
3S34Unhn5yRcaH5K9aU5Et,Candi Staton,soul
0uq5PttqEjj3IH1bzwcrXF,Spice Girls,pop
5TbXjzD8tYgMD5JU2g2F8q,Joe Tex,soul
1nDqTUspmq8IXhcEZT93iq,Lee Ritenour,rock
3gdIwZY6Q3RXhDteYr4ZvC,Sophie B. Hawkins,pop
0iBgDj1dAWyi7R5J6KYXJM,Damian Dame,other
3qEzkkBwK5vKVggMiZYOWa,L.A. Reid,other
2qk9voo8llSGYcZ6xrBzKx,Kings of Leon,rock
7hm0Ngouir56yhbzXu9yRH,Keith,other
7ceUfdWq2t5nbatS6ollHh,Paul Anka,pop
4tpUmLEVLCGFr93o8hFFIB,Blondie,pop
0cc6vw3VN8YlIcvr1v7tBL,Mötley Crüe,rock
7peqq4aACFkBwIWGG0YRJ9,Monifah,other
4VhL8KLjVso4vLfOLVViTb,Bridgit Mendler,pop
7y1GT7SdgGiFLWoktv2TSw,BBMAK,other
49e4v89VmlDcFCMyDv9wQ9,Dean Martin,other
3AHq6rutf72JF0ul8GB6G2,The Jets,other
4UPcJIhr5K5fPsm4itqT7E,After 7,other
6sFIWsNpZYqfjUpaCgueju,Carly Rae Jepsen,pop
7dmeVSH4lJqxXU7C87dKIB,Tanya Tucker,country
2rc78XDH9zuJP6bm78lU8Z,Derek & The Dominos,rock
3BmGtnKgCSGYIUhmivXKWX,Kelly Clarkson,pop
0RKP52f5PNDCRZ9Luq2Sr7,Jerrod Niemann,country
3Y3xIwWyq5wnNHPp5gPjOW,Kenny Loggins,rock
7KMqksf0UMdyA0UCf4R3ux,James Blunt,other
2Y36dqR145FjTKUjibEcjO,Enuff Z'Nuff,pop
0MsXN56oNCyqorqEPViWgQ,Carlos Santana,other
2E9nO9Zav9FjjlFVVtMWdw,Buddy Miles,soul
3qm84nBOXUEQ2vnTfUTTFC,Guns N' Roses,rock
4gzpq5DPGxSnKTe4SA8HAU,Coldplay,pop
0cA5Tg15TwARIRZeiNT1RO,Dan Fogelberg,classic
5lpH0xAS4fVfLkACg9DAuM,Wham!,pop
1nSRa2YjjFWJLHGKM07oGQ,Blaque,hip
00f43SIUld0KU349dnwsmC,Randy Meisner,other
26LmRGHptm85F27BZwOSt7,Vic Dana,other
3KwmxIhSe9UTSEF37kwngR,SHAED,other
7Js6Lde8thlIHXggv2SCBz,Europe,rock
1XXDpHuXEOhNiC0rIrMfr9,Jimmy Gilmer & The Fireballs,other
2AQjGvtT0pFYfxR3neFcvz,Jordin Sparks,pop
6vWDO969PvNqNYHIOW5v0m,Beyoncé,pop
4toJT7YydhWcrYNgWJK4hW,Five Star,pop
7C4sUpWGlTy7IANjruj02I,Peter Gabriel,rock
3pHeBYl1yujXcZqqfF1UyQ,Blues Traveler,rock
5PVlrxc9rQMfzZACGYv2Ns,Larry Finnegan,other
4sj6D0zlMOl25nprDJBiU9,Andy Williams,other
4zmxet3ZPdSmL3Xyv1Wegb,The Buckinghams,pop
7LTzUnZaptYfAFmvqW5M6D,Limahl,pop
79morm50T71u4BvK8yAe2j,Don & The Goodtimes,other
6AVLthptCPhfrxlHadOBJD,Jill Scott,hip
6V03b3Y36lolYP2orXn8mV,98º,other
0XawOhZ28ajmIWwPpRJuDA,The Poppy Family,classic
16AJvLZdw3lK1VTBrJjEt0,Terry Jacks,other
6GH8lDgqqfg1KSDfFRFGzK,Susan Jacks,other
0hnmRa5ahunapQbPjKUbMK,Sunshine Anderson,hip
6gkWznnJkdkwRPVcmnrays,Sister Sledge,soul
5gI33iEWzSZqDZeVOwfJVi,Sandy Nelson,pop
1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,pop
5OfhOoKunSnuubxxRML8J3,Mr. Big,rock
7bKupnlF7XOfR1En3K8oAL,Go West,pop
47zz7sob9NUcODy0BTDvKx,Sade,soul
0WbeGaye1H1KUdYWzYlTmk,Dru Down,hip
4sh4MHP7lhrSUakxwZzwqz,Bruce Cockburn,classic
7FgMLbnZVrEnir95O0YujA,Five For Fighting,rock
5UloVKzUNJcjORzhhTWWiJ,The Karaoke Channel,other
46CH1Gp8l8QVly8bpG9JFG,Anita Baker,soul
4qwGe91Bz9K2T8jXTZ815W,Janet Jackson,pop
2etWSM1cPeITq5E2bEK8PW,Silk,other
5x5aoKBB8MuJRoV7fjTFAx,Mickey Newbury,country
7mu52yh5bBhhJOyVndAEZW,Cleopatra,other
72NXpYBIaTfEeAAsxXLs0P,Tony Orlando & Dawn,pop
2PhudjhDxGsEjORrODdI3o,The Partland Brothers,other
6k0IBR0lU42s2GYpNX7kA9,Brian McKnight,other
4hJTgr1adnhIkhmD9jLzd6,Bobby Rydell,pop
21LGsW7bziR4Ledx7WZ1Wf,Johnny Mathis,other
5jNGQ7VOU87x5402JjhTtd,Deniece Williams,soul
3aahGWIXwvG1fxduXjimtl,Jay Ferguson,rock
3TiISqKS6ESlMQ4WFfZJw2,Johnny Rivers,pop
2r8r62VGJKGi463aH1HJUZ,Kirko Bangz,rap
48nwxUvPJZkm8uPa7xMzmj,"Bobby ""Blue"" Bland",soul
5kZDCAD5zLelf8NYHoRSHS,Sammi Smith,classic
3sMYEBy0CZFxedcnm9i9hf,Frankie J,hip
545idYhdloaSlLGBY8E9u2,Cameo,soul
0reZZVbAPxgX1Rqj6XbWj3,Bob Welch,rock
1uNFoZAHBGtllmzznpCI3s,Justin Bieber,pop
4akybxRTGHJZ1DXjLhJ1qu,Kirk Franklin,other
4njdEjTnLfcGImKZu1iSrz,AWOLNATION,rock
5xLSa7l4IV1gsQfhAMvl0U,B.B. King,rock
0hEurMDQu99nJRq8pTxO14,John Mayer,other
4zKhX6hYCQPNs406umP9Fx,O-Town,other
2bK1rpFhmGkImiZNuUyHVT,Ideal,other
3c8WoNjBfyLJhFObE6RHgs,Del Shannon,other
5xtqw2B8z8JGfDYi2eAZHI,Sonique,other
0gDg7FEsF4Y1jWddJJgcn4,The Rembrandts,pop
7CyJIUpcWZK2zFM6gKLKvD,Andy Griggs,country
0jnsk9HBra6NMjO2oANoPY,Flo Rida,pop
6LqNN22kT3074XbTVUrhzX,Kesha,pop
5CT7RBitS0e0u78T8tRBWQ,Missing Persons,pop
1yMYjh77WgOVafRkI50mim,Wilson Phillips,pop
08b2PA6eFyugsWAk41eQKZ,Lesley Gore,pop
6DCIj8jNaNpBz8e5oKFPtp,The Cars,rock
4stDtiogPv0MnO9rcS4uci,Imani Coppola,other
4ui9JwXE5MHylLzpsoiEhr,Sonny Bono,pop
77nF3Eq6C9AHxUhi5UkfSp,Tammy Montgomery,other
7jy3rLJdDQY21OgRLCZ9sD,Foo Fighters,rock
0svyIX7Xu3DVMkrOtB88i6,Diamond Rio,country
3USpNaxpX1iNqNnQWqg9ob,Mack 10,rap
4DZGvSv2oMkBUnPz67E6z6,David Nail,country
13y7CgLHjMVRMDqxdx0Xdo,Gucci Mane,hip
0du5cEVh5yTK9QJze8zA0C,Bruno Mars,pop
46SHBwWsqBkxI7EeeBEQG7,Kodak Black,rap
6rEzedK7cKWjeQWdAYvWVG,Five,other
6Tg1uyto2LrwltY2TQHia2,Cutfather & Joe,other
1wM79nvxGvl9iTEPg6m2WM,Harold Dorman,other
4OBJLual30L7gRl5UkeRcT,T.I.,hip
5Va9LuEmaZxnbk1gMnjMD7,Arrested Development,hip
0WCIUu5T9saxPNjg1n8F1G,The 8th Day,other
6hN9F0iuULZYWXppob22Aj,Simple Minds,rock
0nmQIMXWTXfhgOBdNzhGOs,Avenged Sevenfold,other
5gPEo032lzARtzuVqJIm9o,Bobby Goldsboro,pop
2mpeljBig2IXLXRAFO9AAs,Dido,pop
7bKOOOKEkE918wKOQEhYnp,Jimmie Rodgers,other
4fxd5Ee7UefO4CUXgwJ7IP,Giveon,other
4Tw2N3wdvJPGEU7JqMxFfE,Eddie Money,rock
1DpIDwg8FGD50N9Tfunfsf,The Manhattans,classic
2wY79sveU1sp5g7SokKOiI,Sam Smith,pop
2cWZOOzeOm4WmBJRnD5R7I,Normani,pop
2XZXvrqedRMiKv6UWjAT4B,Jimmy Clanton,pop
6zFYqv1mOsgBRQbae3JJ9e,Billy Joel,rock
2sil8z5kiy4r76CRTXxBCA,The Goo Goo Dolls,pop
6TcnmlCSxihzWOQJ8k0rNS,Third Eye Blind,rock
4iHNK0tOyZPYnBU7nGAgpQ,Mariah Carey,pop
1667U2YoucgG5Pdvm2M59c,Orleans,rock
2s6JabvZdqVQhfOsaxCSFX,Bert Kaempfert,other
6TqQLejnHXMGr7KcegxUND,The Miracles,classic
5KNqYrivNgVCHBssEUSu5B,Donell Jones,other
7qvsLYsYP0MHD7jkdv6DAG,Sara Evans,country
3rfgbfpPSfXY40lzRK7Syt,Barry White,soul
5rSXSAkZ67PYJSvpUpkOr7,Backstreet Boys,pop
2zFZiWQJFFshzojycnXoTL,Bell Biv DeVoe,other
0XHiH53dHrvbwfjYM7en7I,Chris Cornell,rock
1Ha0Fz4i0d4gu5fZbhBCtH,Night Ranger,rock
6KfBWaX13etjtEZ4d9aTWW,Bobby Lewis,other
4IYYmybW7zLRFIPnOjBUUO,Frank Ifield,classic
22WZ7M8sxp5THdruNY3gXt,The Doors,rock
7oHzn7edwmrYClrPRINkbn,Johnny Gill,other
24GaH9tRBgZjlvOhpFuKi2,"Blood, Sweat & Tears",rock
2yg15JjVOqNppP73zVhosY,Chantay Savage,other
2tFN9ubMXEhdAQvdQxcsma,Jessica Simpson,pop
2RCUsqvkr4V8v3fUJd7UbW,Jackie Lee,soul
6OxjXk1y4QXXRUJyldFIIG,Kid Frost,rap
3X458ddYA2YcVWuVIGGOYe,Toni Braxton,pop
08p7B5OtcUuVblvkQIlBhJ,Tyrese,hip
5rIqOJspxDq89aBBCUda1X,Smokie,other
1TEvQqVH2KXlxDl43KcqXY,Mr Big,other
7z5WFjZAIYejWy0NI5lv4T,Dan + Shay,country
66lH4jAE7pqPlOlzUKbwA0,Miranda Lambert,country
70Hyp1IGyZ3Tgy7fXDiJdb,Mrs. Miller,pop
4ACplpEqD6JIVgKrafauzs,The Everly Brothers,rock
3MZsBdqDrRTJihTHQrO6Dq,Joji,pop
6bOYtKnpLPQSfMpS2ilotK,Bobby Vinton,pop
4463nfFMmK1cwAWBQDwT5e,Laura Branigan,pop
3dXaa6jwM7B52GZpaJEIr5,Puddle Of Mudd,other
4FAEZeJcsYYBkNq2D3KGTV,Three Dog Night,rock
39T6qqI0jDtSWWioX8eGJz,The Doobie Brothers,rock
2LorJQEiLTxNDsJ3jVrQNi,Jimmy Hall,other
2JXn03fudjyRkQ1Ye9f5rk,Los Del Rio,other
4PpmBoqphQusNFsxuVKb6j,Paula Abdul,pop
1GxkXlMwML1oSg5eLPiAz3,Michael Bublé,pop
5AEG63ajney2BoDXi0Vb84,Bad Company,rock
1WCwBdS98wO4nYxdIpx6qw,Alvin Cash,soul
5ActPAuO0MgCVFAguGVFGf,The Crawlers,other
5YvGA11sUR8c4FIpINFrt5,The Scott Brothers' Orchestra,other
5FlTKgucbhHvlJVf0pnvOv,Trini Lopez,other
2eHFawPAARjoxXETpHGQ0Y,Harlow Wilcox & The Oakies,other
5Pwc4xIPtQLFEnJriah9YJ,OneRepublic,rock
3q7HBObVc0L8jNeTe5Gofh,50 Cent,hip
7Aq8lpLMSt1Zxu56pe9bmp,Jagged Edge,hip
7jefIIksOi1EazgRTfW2Pk,Electric Light Orchestra,rock
7wqtxqI3eo7Gn1P7SpP6cQ,Salt-N-Pepa,hip
1BwHztAQKypBuy5WBEdJnG,Jennifer Warnes,other
3PhoLpVuITZKcymswpck5b,Elton John,rock
2kreKea2n96dXjcyAU9j5N,The Pointer Sisters,pop
1JVoO5bwfU8GNuAZLpBoHe,The Dream Academy,pop
7v4imS0moSyGdXyLgVTIV7,Nat King Cole,soul
5Ne8hQEmy0eZu9hlE3j58B,Brenda K. Starr,other
20qISvAhX20dpIbOOzGK3q,Nas,hip
1URnnhqYAYcrqrcwql10ft,21 Savage,hip
3vAaWhdBR38Q02ohXqaNHT,The All-American Rejects,rock
7lzordPuZEXxwt9aoVZYmG,Billy Idol,rock
38h03gA85YYPeDPd9ER9rT,The O'Jays,classic
7n2wHs1TKAczGzO7Dd2rGr,Shawn Mendes,pop
30jYsKUr5Xn1bR2m71tc22,The Packers,other
4mVpYIVAOE8sEdYuL8HDpd,Tanto Metro & Devonte,other
4FSD5qtm70EBsOiLMN2eEe,The Tams,soul
0QRgfCLzSR9GyCjXboWQTA,Chris Montez,other
01PZH8MrTxfgfTXNqpMRjG,Hank Ballard & The Midnighters,other
2KsP6tYLJlTBvSUxnwlVWa,Mike Posner,pop
1Bo8Afb2Qbjs4x6kJHyjle,Gigamesh,other
0s0rOb0gT2S9N0SDcjtPC4,Alison Moyet,pop
69MEO1AADKg1IZrq2XLzo5,UB40,other
1McMsnEElThX1knmY4oliG,Olivia Rodrigo,pop
1jkQOLBogBpRXgAgKZvyWM,The Viscounts,other
6jJ0s89eD6GaHleKKya26X,Katy Perry,pop
0SCbttzoZTnLFebDYmAWCm,Glee Cast,pop
2L9iHIK8h5HvZe6VXb0aOI,The Flying Lizards,other
0WgyCbru4tXnMsbTmX4mFw,Atlanta Rhythm Section,rock
6avGAzQTmqu8mfSmZrN7gT,The Moments,classic
5KEG7G8LDYlHgFDqZyEEs2,Chris Rea,rock
7iZtZyCzp3LItcw1wtPI3D,Rae Sremmurd,rap
479Yp6DvyXoIaCssAxB4QR,Murray Head,pop
4b0WsB47XCa9F83BmwQ7WX,The Righteous Brothers,pop
1cNDP5yjU5vjeR8qMf4grg,YNW Melly,rap
0ceH34CATvfgphxnLRWFkm,9lokknine,rap
1XgVoPT2Va5L64LFzskVBW,Mason Williams,other
6biWAmrHyiMkX49LkycGqQ,Thin Lizzy,rock
7o55DoHoctCuBWn1iKvB08,Mike Pinera,other
457yGSZecENoIuNWelRHhH,The Love Unlimited Orchestra,classic
719ZCUqy59oGckcB1MzVTx,The Company,other
4jWzNq3sdzSpqn7BnzvIKn,Memphis Bleek,hip
7dXeJ8kAqTqtvNWQNV3sdU,Surface,other
3De6svqAPGsgF8i0jQN7bE,K5,other
1EgGVV9cmmlLEsFlunjmvv,The Time,rock
3o5OdrGG6RqPkAmPfMvMl0,Reunion,other
4dwdTW1Lfiq0cM8nBAqIIz,Of Monsters and Men,rock
21llKqnS025UdaAMslJS4J,Billy Stewart,soul
4bthk9UfsYUYdcFyqxmSUU,Tears For Fears,pop
35U9lQaRWSQISxQAB94Meo,America,rock
1bDWGdIC2hardyt55nlQgG,"""Weird Al"" Yankovic",rock
3sgFRtyBnxXD5ESfmbK4dl,LMFAO,pop
6f4XkbvYlXMH0QgVRzW0sM,Waka Flocka Flame,hip
0uwaniEjl7wxOFSM4vaHvI,Cap,other
0DxeaLnv6SyYk2DOqkLO8c,MAGIC!,pop
4kL2OPLMiNMXhojqQSNkUQ,Benzino,other
0FrpdcVlJQqibaz5HfBUrL,Rick James,soul
01hRNr3yF5bYnPq4wZ88iI,Tommy James & The Shondells,pop
7HkdQ0gt53LP4zmHsL0nap,Ella Mai,rap
79FMDwzZQxHgSkIYBl3ODU,Trace Adkins,country
4Sb4jcMlVKNp4BzGXlU7GN,The Baskerville Hounds,other
54WwKfYhkYzFRtynSgtTw2,The Kinleys,country
0V6zo2mJw9FdwWLClKC9yw,LaVern Baker,other
7hJcb9fa4alzcOq3EaNPoG,Snoop Dogg,rap
2RdwBSPQiwcmiDo9kixcl8,Pharrell Williams,pop
7iWYCIyfxwVyVae6u7qJaO,Bob Clearmountain,other
1EevBGfUh3RSQSGpluxgBm,Joan Baez,rock
1md9aYaJ6Qt1FHypXICB5V,Emblem3,pop
0hYxQe3AK5jBPCr5MumLHD,Sugarland,country
4e5V1Q2dKCzbLVMQ8qbTn6,Collective Soul,rock
1fa0cOhromAZdq2xRA4vv8,Simply Red,soul
2GVBp7QyHckoOg7rYkLvrA,George Clinton,soul
4sbB4Yy6Qig51pKCIKSLw3,Jaheim,other
6IRQiyNmNGjGlrmEl0iArm,Randy VanWarmer,other
1rKi6kZNi8iUz2mMlaAwQ9,Coro,other
3NRFinRTEqUCfaTTZmk8ek,Savage Garden,pop
2The4Ur661sLPGndcUuuLu,Nu Shooz,other
0qDtyCZRYrja9CoeHXV6FD,The Bachelors,other
3rRmDmzPcAFwcUDvG5gBqO,Percy Sledge,classic
1m24736Bdew1oQVxTePOCo,Tom Tom Club,rock
7m60UAnbgFFNuJbmS6OxTk,Sister Hazel,pop
5r7mGejWrGSxheAYEIfSwI,Troop,other
2V0ryJRGIdudWKl27c806m,Randy & The Rainbows,other
66QeIFuFJDNCImNHlFzrY1,Starland Vocal Band,rock
2gINJ8xw86xawPyGvx1bla,KRS-One,hip
2J257euzcjnDLipsyJH3F2,Clipse,hip
72y3ZI95ctkQC2O4mjBaU3,Shai,other
5BtHciL0e0zOP7prIHn3pP,Breaking Benjamin,other
4wuHLh6AEK7selBuj38cRz,Andru Donalds,other
0NRN3tnDVDspHMCfyu2ZwT,The Shadows Of Knight,classic
3lcfZLW21dTfmTLBmae1eR,"Dino, Desi & Billy",pop
0yNy8fi1yBBq526E6mx4Zs,Orianthi,pop
1OzPxKCB5R3MLxvkdGN03X,Climax,pop
320EPCSEezHt1rtbfwH6Ck,The Monkees,rock
4x2osw7xi8s1Jy04R6rTrn,The Mad Lads,classic
10rzK0sLCXsUlDhl8ed0MV,Blackfoot,rock
75L9s8KVrhCNtBUkZFnDFW,Vanessa Williams,other
4oUHIQIBe0LHzYfvXNW4QM,Morgan Wallen,country
1vgjN6nIPNKiiQGE9PtzTT,Lisa Lisa & Cult Jam,other
5fikk4h5qbEebqK2Fc6e48,En Vogue,hip
1SImpQO0GbjRgvlwCcCtFo,The Red Jumpsuit Apparatus,pop
32vWCbZh0xZ4o9gkz4PsEU,Dolly Parton,classic
5s1WKkWyMzhGnLZ0ClgyTN,Nino Tempo & April Stevens,other
2tcM9c26zzqpFdijVdVwuB,Masta Ace Incorporated,hip
4jL1usPiGDK8TD46zJP4gu,Michael Martin Murphey,classic
1NdZSjGpm3jktmGbvkLadW,Timbuk 3,other
55APUUV6bCtJVEF1O2jKNT,Shelby Flint,other
4adMMJI7fSSinRx4ymNnwY,Flash,other
7wtiiuXdnWtATBrAxU9fnQ,Henry Lee Summer,rock
7MOFoP92awkXK5PMSa8qC2,Jill Corey,other
5nPz5R1FDPTMI3Dw4JnTGb,Exposé,pop
3gdbcIdNypBsYNu3iiCjtN,The B-52's,rock
1NAWG3AngjBXyKbmPaz92D,Sammy Davis Jr.,other
5tZo7rC9bqWAmhJ1bsejXb,Ace Cannon,other
5w834ZosnqiBBV8xXCi3oD,Willie Hutch,classic
2Gop8SbSVt5SaJzuaRFa7D,Gloria Estefan And Miami Sound Machine,other
4IR8ZkpbyyKrqsIzchF3NB,Crossfade,other
5u15ozs1bXTC2vJTPt2tpM,Gina Thompson,other
1pTuR132U5b4Rizal2Pr7m,Randy Travis,country
2CLVPk9FcywjClBcTvWPkT,Loverboy,rock
6WXpplxbfcLvaAlhDbfEyO,Bobby Byrd,other
6vytZ677lz4LzCrUDcDokM,Blu Cantrell,hip
6rqU9HQ57NYGBnBzbrY3a4,Paul Young,pop
2NdeV5rLm47xAvogXrYhJX,Ciara,pop
48QdHdRanCXdBt6lygsDES,Johnny Crawford,other
0jgAONnsHxrwAlhkMUVS78,Eddie Rabbitt,classic
6vLlQYujOujIrm7zAKzEdG,Donovan,classic
4TshyQDihSYXSWqvclXl3I,Parmalee,country
0uUNzXylqsZdmFDwdxaP1V,B.J. Thomas,pop
2PCUhxD40qlMqsKHjTZD2e,Parachute,pop
1RP2UpEaRzkF0Id3JigqD8,Roger Miller,classic
2qFe0FyUMK8XXoyOsfYJr2,SHeDAISY,country
0J2Ej2rMQyqaUX3G6MUISw,Ambrosia,rock
2O8QAJmRrwkFXq2aWZnHYB,Shannon,other
4i9IEoaY6Q1v3Puqz3PwC1,Lenny Welch,other
4r2UnA39uIXexqO1mABayb,Leon Haywood,other
77ziqFxp5gaInVrF2lj4ht,Sech,pop
1i8SpTcr7yvPOmcqrbnVXY,Ozuna,pop
2R21vXR83lH98kGeO99Y66,Anuel AA,other
1TtXnWcUs0FCkaZDPGYHdf,Darell,hip
1SupJlEpv7RS2tPNRaHViT,Nicky Jam,hip
7sF6m3PpW6G6m6J2gzzmzM,U.S.A. For Africa,other
1S13vhyLwvbDAPjYdFdJIQ,Charlie,other
